,"Jan 21 - 31, 24","Feb 24","Mar 24","Apr 24","May 24","Jun 24","Jul 24","Aug 24","Sep 24","Oct 24","Nov 24","Dec 24","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"1624-3Ply (16x24 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.80,0.0%,6.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,18.60,0.0%,6.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,43.40,0.0%,6.20
"1625-2Ply (16x25 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,229.84,0.0%,8.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,159.64,0.0%,6.14,1,0.00,0.0%,0.00,42,257.88,0.0%,6.14,0.00,0.00,0.0%,0.00,46,282.44,0.0%,6.14,141.00,929.80,0.0%,6.59
"1625-3Ply (16x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,18,111.60,0.0%,6.20,40,265.08,0.0%,6.63,17,105.40,0.0%,6.20,0.00,0.00,0.0%,0.00,16,294.40,0.0%,18.40,54,545.84,0.0%,10.11,18,420.24,0.0%,23.35,18,420.24,0.0%,23.35,0.00,0.00,0.0%,0.00,18,420.24,0.0%,23.35,59,671.10,0.0%,11.37,258.00,3254.14,0.0%,12.61
"1628-2ply (16x28 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,360,2577.60,0.3%,7.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,360.00,2577.60,0.0%,7.16
"1630-2Ply (16x30 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,37.48,0.0%,12.49,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,7.44,0.0%,7.44,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,38.96,0.0%,7.79,0.00,0.00,0.0%,0.00,12,94.12,0.0%,7.84,21.00,178.00,0.0%,8.48
"1630-3Ply (16x30 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,28.20,0.0%,7.05,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,312.90,0.0%,15.65,28,369.30,0.0%,13.19,18,298.80,0.0%,16.60,18,298.80,0.0%,16.60,0.00,0.00,0.0%,0.00,18,298.80,0.0%,16.60,10,331.00,0.0%,33.10,116.00,1937.80,0.0%,16.71
"1632-2ply (16x32 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.18,0.0%,8.09,0.00,0.00,0.0%,0.00,12,97.08,0.0%,8.09,14.00,113.26,0.0%,8.09
"1632-2PLY-2L (16x32 2 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,58,962.80,0.1%,16.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,58.00,962.80,0.0%,16.60
"1632-3ply (16x32 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,18,225.72,0.0%,12.54,2,17.06,0.0%,8.53,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,225.72,0.0%,12.54,70,1065.16,0.1%,15.22,76,1188.52,0.1%,15.64,58,962.80,0.1%,16.60,0.00,0.00,0.0%,0.00,58,962.80,0.1%,16.60,18,225.72,0.0%,12.54,318.00,4873.50,0.0%,15.33
"1640-3ply (16x40 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,1,12.34,0.0%,12.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,125.28,0.0%,15.66,8,125.28,0.0%,15.66,8,125.28,0.0%,15.66,8,125.28,0.0%,15.66,0.00,0.00,0.0%,0.00,8,125.28,0.0%,15.66,2,35.80,0.0%,17.90,43.00,674.54,0.0%,15.69
"1648-2Ply (16x48 MERV 9, 2-Ply Poly Link w/Antimicrobial)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,86.28,0.0%,17.26,0.00,0.00,0.0%,0.00,3,49.80,0.0%,16.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,136.08,0.0%,17.01
"1650-2ply (16x50 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,73.68,0.0%,12.28,4,49.12,0.0%,12.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,73.68,0.0%,12.28,16.00,196.48,0.0%,12.28
"1650-3ply (16x50 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,91.80,0.0%,15.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,91.80,0.0%,15.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,183.60,0.0%,15.30
"1651-2Ply (16.5x51.5 2-Ply Poly Panels)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,93.59,0.0%,13.37,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,93.59,0.0%,13.37
"1664-2PLY-3L (16x64 2-Ply Poly Link)",3,66.12,0.0%,22.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,66.12,0.0%,22.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,66.12,0.0%,22.04,0.00,0.00,0.0%,0.00,9.00,198.36,0.0%,22.04
"1672-2ply (16x72 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,41.20,0.0%,20.60,6,108.54,0.0%,18.09,2,41.20,0.0%,20.60,0.00,0.00,0.0%,0.00,4,82.40,0.0%,20.60,14.00,273.34,0.0%,19.52
"1672-3ply (16x72 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,1,20.60,0.0%,20.60,2,41.20,0.0%,20.60,1,20.60,0.0%,20.60,0.00,0.00,0.0%,0.00,1,20.60,0.0%,20.60,1,20.60,0.0%,20.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,123.60,0.0%,20.60
"1675-2PLY-3L (16x75 MZP 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,166.08,0.0%,20.76,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,166.08,0.0%,20.76
"1680-2Ply (16x80 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,394.72,0.0%,24.67,0.00,0.00,0.0%,0.00,16,394.72,0.0%,24.67,32.00,789.44,0.0%,24.67
"1680-3Ply (16x80 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,399.52,0.0%,24.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,399.52,0.0%,24.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32.00,799.04,0.0%,24.97
"1818-3ply (18x18 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,81.80,0.0%,8.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,19.50,0.0%,9.75,12.00,101.30,0.0%,8.44
"1824-3ply (18x24 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,47.60,0.0%,11.90,4.00,47.60,0.0%,11.90
"1825-3ply (18x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,28.44,0.0%,9.48,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,28.44,0.0%,9.48
"1830-2Ply (18x30 2-Ply Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,4.00,35.28,0.0%,8.82
"20.24.2 Nova Pleat (20x24x2 NovaPleat No Wire)",12,127.68,0.0%,10.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,127.68,0.0%,10.64
"20120-2Ply (20x120 2-Ply Poly Link)",4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,5,185.00,0.0%,37.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13.00,535.80,0.0%,41.22
"2020-2ply (20x20 2-Ply Poly Panel)",8,48.32,0.0%,6.04,0.00,0.00,0.0%,0.00,4,67.40,0.0%,16.85,27,283.02,0.0%,10.48,11,76.56,0.0%,6.96,6,83.03,0.0%,13.84,19,124.88,0.0%,6.57,88,541.20,0.1%,6.15,8,92.00,0.0%,11.50,35,224.97,0.0%,6.43,3,18.45,0.0%,6.15,43,272.48,0.0%,6.34,252.00,1832.31,0.0%,7.27
"2020-3ply (20x20 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,15,92.85,0.0%,6.19,61,510.02,0.0%,8.36,26,170.54,0.0%,6.56,0.00,0.00,0.0%,0.00,22,145.78,0.0%,6.63,25,189.47,0.0%,7.58,14,121.38,0.0%,8.67,14,121.38,0.0%,8.67,12,83.88,0.0%,6.99,14,121.38,0.0%,8.67,226,2612.05,0.2%,11.56,429.00,4168.73,0.0%,9.72
"2022-2ply (20x22 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,27.58,0.0%,13.79,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.60,0.0%,6.40,0.00,0.00,0.0%,0.00,1,6.40,0.0%,6.40,7.00,59.58,0.0%,8.51
"2022-3ply (2022-3ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.03,0.0%,8.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,35.61,0.0%,11.87,7,96.53,0.0%,13.79,7,96.53,0.0%,13.79,0.00,0.00,0.0%,0.00,7,96.53,0.0%,13.79,3,37.50,0.0%,12.50,28.00,370.73,0.0%,13.24
"2024-2Ply (20x24 2-Ply Poly Panel)",24,181.44,0.0%,7.56,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,84,824.04,0.0%,9.81,0.00,0.00,0.0%,0.00,2,19.62,0.0%,9.81,24,181.44,0.0%,7.56,114,784.32,0.1%,6.88,24,190.80,0.0%,7.95,43,295.84,0.0%,6.88,0.00,0.00,0.0%,0.00,42,314.64,0.0%,7.49,357.00,2792.14,0.0%,7.82
"2024-3ply (20x24 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,34,250.24,0.0%,7.36,18,134.82,0.0%,7.49,86,658.96,0.0%,7.66,0.00,0.00,0.0%,0.00,61,474.96,0.0%,7.79,80,782.35,0.1%,9.78,79,774.99,0.1%,9.81,79,774.99,0.1%,9.81,52,408.72,0.0%,7.86,79,774.99,0.1%,9.81,4,43.60,0.0%,10.90,572.00,5078.62,0.0%,8.88
"2025-2ply (20x25 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,16.15,0.0%,16.15,15,149.10,0.0%,9.94,0.00,0.00,0.0%,0.00,1,16.15,0.0%,16.15,15,136.50,0.0%,9.10,106,742.00,0.1%,7.00,1,16.15,0.0%,16.15,41,287.00,0.0%,7.00,0.00,0.00,0.0%,0.00,8,56.00,0.0%,7.00,188.00,1419.05,0.0%,7.55
"2025-3ply (20x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,28,198.52,0.0%,7.09,32,285.89,0.0%,8.93,34,241.06,0.0%,7.09,0.00,0.00,0.0%,0.00,1,7.09,0.0%,7.09,22,195.88,0.0%,8.90,14,139.16,0.0%,9.94,14,139.16,0.0%,9.94,0.00,0.00,0.0%,0.00,14,139.16,0.0%,9.94,36,762.04,0.1%,21.17,195.00,2107.96,0.0%,10.81
"2030-2Ply (20x30 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,43.98,0.0%,11.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.40,0.0%,8.20,5,43.45,0.0%,8.69,0.00,0.00,0.0%,0.00,2,16.40,0.0%,8.20,0.00,0.00,0.0%,0.00,13,111.99,0.0%,8.61,26.00,232.22,0.0%,8.93
"2030-3Ply (20x30 - 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,37,552.72,0.0%,14.94,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,31.32,0.0%,7.83,7,66.73,0.0%,9.53,2,27.58,0.0%,13.79,2,27.58,0.0%,13.79,0.00,0.00,0.0%,0.00,2,27.58,0.0%,13.79,64,1317.80,0.1%,20.59,118.00,2051.31,0.0%,17.38
"2032-2Ply (20x32 2Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,214.08,0.0%,8.92,0.00,0.00,0.0%,0.00,25,223.00,0.0%,8.92,49.00,437.08,0.0%,8.92
"2032-3Ply (2032 - 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,237.72,0.0%,8.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25,198.25,0.0%,7.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,52.00,435.97,0.0%,8.38
"2036-3ply (20x36 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,120.30,0.0%,20.05,6.00,120.30,0.0%,20.05
"2040-2Ply (20x40 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,27.84,0.0%,13.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,27.84,0.0%,13.92
"2040-3Ply (20x40 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,4,60.76,0.0%,15.19,6,103.80,0.0%,17.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,19,483.36,0.0%,25.44,33.00,694.40,0.0%,21.04
"2050-2Ply (20x50 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,140.00,0.0%,14.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,140.00,0.0%,14.00,20.00,280.00,0.0%,14.00
"2050-3Ply (20x50 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,175.50,0.0%,17.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,175.50,0.0%,17.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,94.40,0.0%,47.20,22.00,445.40,0.0%,20.25
"2060-2Ply (20x60 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,92.30,0.0%,18.46,0.00,0.00,0.0%,0.00,4,73.84,0.0%,18.46,0.00,0.00,0.0%,0.00,4,73.84,0.0%,18.46,13.00,239.98,0.0%,18.46
"2060-3Ply (20x60 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,2,42.04,0.0%,21.02,4,84.08,0.0%,21.02,2,42.04,0.0%,21.02,0.00,0.00,0.0%,0.00,2,42.04,0.0%,21.02,3,63.06,0.0%,21.02,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,593.60,0.0%,37.10,29.00,866.86,0.0%,29.89
"2064-2PLY-3L (20x64 2-Ply Poly Link)",6,129.30,0.0%,21.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,129.30,0.0%,21.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,129.30,0.0%,21.55,0.00,0.00,0.0%,0.00,18.00,387.90,0.0%,21.55
"2072-2ply (20x72 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,206.30,0.0%,20.63,18,371.34,0.0%,20.63,10,206.30,0.0%,20.63,0.00,0.00,0.0%,0.00,18,371.34,0.0%,20.63,56.00,1155.28,0.0%,20.63
"2072-3ply (20x72 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,5,130.70,0.0%,26.14,10,261.40,0.0%,26.14,5,130.70,0.0%,26.14,0.00,0.00,0.0%,0.00,5,130.70,0.0%,26.14,5,130.70,0.0%,26.14,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30.00,784.20,0.0%,26.14
"2075-2Ply (20x75 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,252.00,0.0%,21.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,252.00,0.0%,21.00,24.00,504.00,0.0%,21.00
"2084-2PLY-4L (20x84 2-Ply Poly Link)",3,63.24,0.0%,21.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,63.24,0.0%,21.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,63.24,0.0%,21.08,0.00,0.00,0.0%,0.00,9.00,189.72,0.0%,21.08
"2121-3ply (21x21 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,43,315.62,0.0%,7.34,0.00,0.00,0.0%,0.00,43.00,315.62,0.0%,7.34
"2123-2ply (21x23 1/2 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,22.95,0.0%,7.65,0.00,0.00,0.0%,0.00,3,22.95,0.0%,7.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,45.90,0.0%,7.65
"2123-3ply (21x23 1/2 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,3,29.49,0.0%,9.83,0.00,0.00,0.0%,0.00,3,29.49,0.0%,9.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,58.98,0.0%,9.83
"2226-2ply (22x26 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,36.88,0.0%,9.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,36.88,0.0%,9.22
"24.24.2 Nova Pleat (24x24x2 NovaPleat No Wire)",36,298.80,0.1%,8.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,199.20,0.0%,8.30,84,697.20,0.1%,8.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,144.00,1195.20,0.0%,8.30
"24105-2Ply (24x105 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,0.00,0.0%,0.00
